name,weekly_gross_gbp,annual_gross_gbp,adjusted_gross_gbp,position,age,country,club,season,league,verified,bonus_gross_gbp,signed,expiration,years,total_gross_gbp,release_gbp,status,position_detail,active
Emanuel Aiwu,9500,494000,,D,23,Austria,Birmingham,2023-2024,championship,,0.0,"Aug 31, 2023","Jun 30, 2024",1,494000.0,0.0,Reserve,CB,True
Dominic Iorfa,9500,494000,,D,28,England,Sheffield Wednesday,2023-2024,championship,,0.0,"Jun 2, 2023","Jun 30, 2024",1,494000.0,0.0,Starter,CB,True
Francisco Sierralta,9423,490000,,D,26,Chile,Watford,2023-2024,championship,,0.0,"Sep 9, 2020","Jun 30, 2027",4,1960000.0,0.0,Reserve,CB,True
Riley McGree,9423,490000,,F,25,Australia,Middlesbrough,2023-2024,championship,,0.0,"Jan 14, 2022","Jun 30, 2025",2,980000.0,0.0,Reserve,LW,True
Leif Davis,9423,490000,,D,24,England,Ipswich Town,2023-2024,championship,,0.0,"Jul 25, 2022","Jun 30, 2025",2,980000.0,0.0,Starter,LB,True
David Kasumu,9423,490000,,M,24,England,Huddersfield,2023-2024,championship,,0.0,"Jul 6, 2022","Jun 30, 2025",2,980000.0,0.0,Reserve,CM,True
Bartosz Bialkowski,9423,490000,,K,36,Poland,Millwall,2023-2024,championship,,0.0,"Jan 23, 2023","Jun 30, 2024",1,490000.0,0.0,Reserve,GK,True
Jake Bidwell,9231,480000,,D,30,England,Coventry,2023-2024,championship,,0.0,"Jan 17, 2022","Jun 30, 2025",2,960000.0,0.0,Reserve,LB,True
Shaun Hutchinson,9038,470000,,D,33,England,Millwall,2023-2024,championship,,0.0,"Jan 27, 2020","Jun 30, 2024",1,470000.0,0.0,Reserve,CB,True
Jamilu Collins,9038,470000,,D,29,Nigeria,Cardiff,2023-2024,championship,,0.0,"Jul 1, 2022","Jun 30, 2024",1,470000.0,0.0,Starter,LB,True
Cyrus Christie,9038,470000,,D,31,Ireland,Hull City,2023-2024,championship,,0.0,"Aug 26, 2022","Jun 30, 2024",1,470000.0,0.0,Starter,RB,True
Mehdi Leris,9000,468000,,F,25,Algeria,Stoke City,2023-2024,championship,,0.0,"Aug 22, 2023","Jun 30, 2026",3,1404000.0,0.0,Starter,RW,True
Nazarii Rusyn,9000,468000,,F,25,Ukraine,Sunderland,2023-2024,championship,,0.0,"Sep 1, 2023","Jun 30, 2027",4,1872000.0,0.0,Reserve,CF,True
Anthony Musaba,9000,468000,,F,23,Netherlands,Sheffield Wednesday,2023-2024,championship,,0.0,"Aug 3, 2023","Jun 30, 2026",3,1404000.0,0.0,Starter,RW,True
Lynden Gooch,9000,468000,,F,28,United States,Stoke City,2023-2024,championship,,0.0,"Sep 1, 2023","Jun 30, 2025",2,936000.0,0.0,Reserve,RW,True
Jaden Philogene-Bidace,9000,468000,,F,21,England,Hull City,2023-2024,championship,,0.0,"Sep 1, 2023","Jun 30, 2026",3,1404000.0,0.0,Starter,LW,True
Anis Mehmeti,9000,468000,,F,23,Albania,Bristol,2023-2024,championship,,0.0,"Jan 31, 2023","Jun 30, 2026",3,1404000.0,0.0,Reserve,LW,True
George Edmundson,8846,460000,,D,26,England,Ipswich Town,2023-2024,championship,,0.0,"Jul 27, 2021","Jun 30, 2025",2,920000.0,0.0,Reserve,CB,True
Jimmy Dunne,8500,442000,,D,26,Ireland,QPR,2023-2024,championship,,0.0,"May 7, 2024","Jun 30, 2025",2,884000.0,0.0,Reserve,CB,True
Cameron Dawson,8500,442000,,K,28,England,Sheffield Wednesday,2023-2024,championship,,0.0,"Jul 1, 2019","Jun 30, 2024",1,442000.0,0.0,Starter,GK,True
Finn Azaz,8500,442000,,F,23,Ireland,Middlesbrough,2023-2024,championship,,0.0,"Jan 5, 2024","Jun 30, 2028",5,2210000.0,0.0,Starter,AM,True
Joe Rankin-Costello,8500,442000,,D,24,England,Blackburn,2023-2024,championship,,0.0,"Jul 10, 2023","Jun 30, 2027",4,1768000.0,0.0,Reserve,RB,True
Greg Docherty,8500,442000,,M,27,Scotland,Hull City,2023-2024,championship,,0.0,"May 19, 2023","Jun 30, 2024",1,442000.0,0.0,Reserve,CM,True
Josh Ruffels,8500,442000,,D,30,England,Huddersfield,2023-2024,championship,,0.0,"Jul 1, 2021","Jun 30, 2025",2,884000.0,0.0,Reserve,LB,True
Josh Koroma,8500,442000,,F,25,England,Huddersfield,2023-2024,championship,,0.0,"Jul 3, 2023","Jun 30, 2025",2,884000.0,0.0,Starter,LW,True
Allan Campbell,8462,440000,,M,25,Scotland,Millwall,2023-2024,championship,,0.0,"Sep 1, 2023","May 31, 2024",1,440000.0,0.0,Reserve,CM,True
John Ruddy,8462,440000,,K,37,England,Birmingham,2023-2024,championship,,0.0,"Nov 18, 2022","Jun 30, 2024",1,440000.0,0.0,Starter,GK,True
Lee Nicholls,8269,430000,,K,31,England,Huddersfield,2023-2024,championship,,0.0,"Jun 29, 2022","Jun 30, 2026",3,1290000.0,0.0,Starter,GK,True
Matty Pearson,8269,430000,,D,30,England,Huddersfield,2023-2024,championship,,0.0,"Jul 1, 2021","Jun 30, 2024",1,430000.0,0.0,Starter,CB,True
Ian Poveda,8250,429000,,F,23,Colombia,Sheffield Wednesday,2023-2024,championship,,0.0,"Feb 1, 2024","May 31, 2024",1,429000.0,0.0,Reserve,RW,True
Corry Evans,8077,420000,,M,33,Northern Ireland,Sunderland,2023-2024,championship,,0.0,"Feb 22, 2023","Jun 30, 2024",1,420000.0,0.0,Reserve,CM,True
Kenneth Paal,8077,420000,,D,26,Suriname,QPR,2023-2024,championship,,0.0,"Jul 1, 2022","Jun 30, 2025",2,840000.0,0.0,Starter,LB,True
Ivor Pandur,8000,416000,,K,23,Croatia,Hull City,2023-2024,championship,,0.0,"Jan 20, 2024","Jun 30, 2027",4,1664000.0,0.0,Reserve,GK,True
Joel Latibeaudiere,8000,416000,,D,24,Jamaica,Coventry,2023-2024,championship,,0.0,"Jul 18, 2023","Jun 30, 2027",4,1664000.0,0.0,Starter,CB,True
Joe Rothwell,8000,416000,,M,29,England,Southampton,2023-2024,championship,,0.0,"Jan 15, 2024","May 31, 2024",1,416000.0,0.0,Reserve,CM,True
Lee Gregory,8000,416000,,F,35,England,Sheffield Wednesday,2023-2024,championship,,0.0,"Jun 2, 2023","Jun 30, 2024",1,416000.0,0.0,Reserve,CF,True
George Tanner,8000,416000,,D,24,England,Bristol,2023-2024,championship,,0.0,"Aug 30, 2021","Jun 30, 2026",3,1248000.0,0.0,Starter,RB,True
Niall Ennis,8000,416000,,F,24,England,Stoke City,2023-2024,championship,,0.0,"Feb 1, 2024","Jun 30, 2026",3,1248000.0,0.0,Reserve,CF,True
Kwadwo Baah,8000,416000,,F,21,Germany,Watford,2023-2024,championship,,0.0,"Jul 1, 2021","Jun 30, 2026",3,1248000.0,0.0,Reserve,LW,True
Thomas Cannon,8000,416000,,F,21,Ireland,Leicester,2023-2024,championship,,0.0,"Sep 1, 2023","Jun 30, 2028",5,2080000.0,0.0,Reserve,CF,True
Ben Pearson,8000,416000,,M,29,England,Stoke City,2023-2024,championship,,0.0,"Jul 8, 2023","Jun 30, 2027",4,1664000.0,0.0,Starter,DM,True
Yasin Ayari,8000,416000,,M,20,Sweden,Blackburn,2023-2024,championship,,0.0,"Jan 5, 2024","May 31, 2024",1,416000.0,0.0,Reserve,CM,True
Bojan Radulovic,8000,416000,,F,24,Serbia,Huddersfield,2023-2024,championship,,0.0,"Jan 5, 2024","Jun 30, 2027",4,1664000.0,0.0,Reserve,CF,True
Victor Torp,8000,416000,,M,24,Denmark,Coventry,2023-2024,championship,,0.0,"Jan 11, 2024","Jun 30, 2028",5,2080000.0,0.0,Reserve,CM,True
Michal Helik,7692,400000,,D,28,Poland,Huddersfield,2023-2024,championship,,0.0,"Sep 1, 2022","Jun 30, 2025",2,800000.0,0.0,Starter,CB,True
Ryan Hedges,7500,390000,,F,28,Wales,Blackburn,2023-2024,championship,,0.0,"Jan 30, 2022","Jun 30, 2025",2,780000.0,0.0,Reserve,RW,True
Patrick Bauer,7500,390000,,D,31,Germany,Preston,2023-2024,championship,,0.0,"Jan 17, 2022","Jun 30, 2024",1,390000.0,0.0,Reserve,CB,True
Ollie Tanner,7500,390000,,F,21,England,Cardiff,2023-2024,championship,,0.0,"Jul 1, 2022","Jun 30, 2027",4,1560000.0,0.0,Reserve,RW,True
Duane Holmes,7500,390000,,F,29,United States,Preston,2023-2024,championship,,0.0,"Jul 12, 2023","Jun 30, 2025",2,780000.0,0.0,Starter,AM,True
Martin Kelly,7500,390000,,D,33,England,West Bromwich,2023-2024,championship,,0.0,"Sep 1, 2022","Jun 30, 2024",1,390000.0,0.0,Reserve,RB,True
Morgan Whittaker,7500,390000,,F,23,England,Plymouth,2023-2024,championship,,0.0,"Jul 17, 2023","Jun 30, 2027",4,1560000.0,0.0,Starter,RW,True
Mileta Rajovic,7500,390000,,F,24,Denmark,Watford,2023-2024,championship,,0.0,"Aug 25, 2023","Jun 30, 2028",5,1950000.0,0.0,Reserve,CF,True
Dimitrios Giannoulis,7500,390000,,D,28,Greece,Norwich,2023-2024,championship,,0.0,"Jul 1, 2021","Jun 30, 2024",1,390000.0,0.0,Starter,LB,True
Tom Bradshaw,7500,390000,,F,31,Wales,Millwall,2023-2024,championship,,0.0,"Jan 14, 2022","Jun 30, 2024",1,390000.0,0.0,Starter,CF,True
Timothee Pembele,7500,390000,,D,21,France,Sunderland,2023-2024,championship,,0.0,"Sep 1, 2023","Jun 30, 2028",5,1950000.0,0.0,Reserve,RB,True
Conor Hazard,7500,390000,,K,25,Northern Ireland,Plymouth,2023-2024,championship,,0.0,"Jul 11, 2023","Jun 30, 2026",3,1170000.0,0.0,Starter,GK,True
Conor Chaplin,7500,390000,,F,26,England,Ipswich Town,2023-2024,championship,,0.0,"Jun 12, 2023","Jun 30, 2026",3,1170000.0,0.0,Starter,SS,True
Taylor Harwood-Bellis,7500,390000,,D,22,England,Southampton,2023-2024,championship,,0.0,"Sep 1, 2023","May 31, 2024",1,390000.0,0.0,Starter,CB,True
Josh Coburn,7500,390000,,F,21,England,Middlesbrough,2023-2024,championship,,0.0,"Jul 17, 2023","Jun 30, 2027",4,1560000.0,0.0,Reserve,CF,True
Hayden Carter,7500,390000,,D,24,England,Blackburn,2023-2024,championship,,0.0,"Jan 1, 2020","Jun 30, 2027",4,1560000.0,0.0,Starter,CB,True
Jak Alnwick,7500,390000,,K,30,England,Cardiff,2023-2024,championship,,0.0,"Sep 18, 2023","Jun 30, 2025",2,780000.0,0.0,Starter,GK,True
Lewie Coyle,7500,390000,,D,28,England,Hull City,2023-2024,championship,,0.0,"Jun 19, 2023","Jun 30, 2026",3,1170000.0,0.0,Starter,RB,True
Andy King,7500,390000,,M,35,Wales,Bristol,2023-2024,championship,,0.0,"Jul 14, 2023","Jun 30, 2024",1,390000.0,0.0,Reserve,CM,True
Ben Sheaf,7500,390000,,M,26,England,Coventry,2023-2024,championship,,0.0,"Mar 27, 2023","Jun 30, 2026",3,1170000.0,0.0,Starter,DM,True
Aynsley Pears,7500,390000,,K,25,England,Blackburn,2023-2024,championship,,0.0,"May 12, 2023","Jun 30, 2027",4,1560000.0,0.0,Reserve,GK,True
Rubin Colwill,7500,390000,,F,21,Wales,Cardiff,2023-2024,championship,,0.0,"Sep 15, 2023","Jun 30, 2027",4,1560000.0,0.0,Reserve,AM,True
Radinio Balker,7500,390000,,D,25,Netherlands,Huddersfield,2023-2024,championship,,0.0,"Jan 18, 2024","Jun 30, 2027",4,1560000.0,0.0,Reserve,CB,True
Luke O'Nien,7500,390000,,D,29,England,Sunderland,2023-2024,championship,,0.0,"Aug 28, 2023","Jun 30, 2026",3,1170000.0,0.0,Starter,CB,True
Charlie Cresswell,7500,390000,,D,21,England,Leeds,2023-2024,championship,,0.0,"Aug 1, 2023","Jun 30, 2027",4,1560000.0,0.0,Reserve,CB,True
Paul Smyth,7500,390000,,F,26,Northern Ireland,QPR,2023-2024,championship,,0.0,"Jul 1, 2023","Jun 30, 2026",3,1170000.0,0.0,Starter,RW,True
Tom Lees,7308,380000,,D,33,England,Huddersfield,2023-2024,championship,,0.0,"Aug 30, 2022","Jun 30, 2025",2,760000.0,0.0,Starter,CB,True
Akin Famewo,7308,380000,,D,25,England,Sheffield Wednesday,2023-2024,championship,,0.0,"Jul 6, 2022","Jun 30, 2025",2,760000.0,0.0,Starter,CB,True
Liam Walsh,7308,380000,,M,26,England,Swansea,2023-2024,championship,,0.0,"Jul 8, 2021","Jun 30, 2024",1,380000.0,0.0,Reserve,CM,True
Sam Field,7308,380000,,M,25,England,QPR,2023-2024,championship,,0.0,"Jul 1, 2021","Jun 30, 2024",1,380000.0,0.0,Starter,DM,True
Jamie Paterson,7115,370000,,F,32,England,Swansea,2023-2024,championship,,0.0,"Jun 21, 2022","Jun 30, 2024",1,370000.0,0.0,Starter,AM,True
Ryan Mmaee,7000,364000,,F,26,Morocco,Stoke City,2023-2024,championship,,0.0,"Jul 28, 2023","Jun 30, 2026",3,1092000.0,0.0,Starter,CF,True
Adil Aouchiche,7000,364000,,F,21,France,Sunderland,2023-2024,championship,,0.0,"Sep 1, 2023","Jun 30, 2028",5,1820000.0,0.0,Reserve,AM,True
Wouter Burger,7000,364000,,M,22,Netherlands,Stoke City,2023-2024,championship,,0.0,"Aug 25, 2023","Jun 30, 2027",4,1456000.0,0.0,Starter,DM,True
Ryan Allsop,7000,364000,,K,31,England,Hull City,2023-2024,championship,,0.0,"Aug 30, 2023","Jun 30, 2025",2,728000.0,0.0,Starter,GK,True
Josh Key,7000,364000,,D,24,England,Swansea,2023-2024,championship,,0.0,"Jul 4, 2023","Jun 30, 2026",3,1092000.0,0.0,Starter,RB,True
Nikola Jojic,7000,364000,,F,20,Serbia,Stoke City,2023-2024,championship,,0.0,"Aug 22, 2023","Jun 30, 2027",4,1456000.0,0.0,Reserve,RW,True
Andre Vidigal,7000,364000,,F,25,Portugal,Stoke City,2023-2024,championship,,0.0,"Jul 24, 2023","Jun 30, 2026",3,1092000.0,0.0,Starter,LW,True
Ollie Turton,6923,360000,,D,31,England,Huddersfield,2023-2024,championship,,0.0,"Aug 19, 2022","Jun 30, 2025",2,720000.0,0.0,Reserve,RB,True
Kion Etete,6923,360000,,F,22,England,Cardiff,2023-2024,championship,,0.0,"Aug 4, 2022","Jun 30, 2025",2,720000.0,0.0,Reserve,CF,True
Ilias Chair,6923,360000,,F,26,Morocco,QPR,2023-2024,championship,,0.0,"Jan 29, 2021","Jun 30, 2025",2,720000.0,0.0,Starter,AM,True
Stefan Bajic,6731,350000,,K,22,France,Bristol,2023-2024,championship,,0.0,"Jul 5, 2022","Jun 30, 2025",2,700000.0,0.0,Reserve,GK,True
Ryan Ledson,6538,340000,,M,26,England,Preston,2023-2024,championship,,0.0,"Aug 20, 2020","Jun 30, 2025",2,680000.0,0.0,Reserve,CM,True
Przemyslaw Placheta,6500,338000,,F,25,Poland,Swansea,2023-2024,championship,,0.0,"Feb 1, 2024","Jun 30, 2024",1,338000.0,0.0,Reserve,LW,True
Lewis Gibson,6500,338000,,D,23,England,Plymouth,2023-2024,championship,,0.0,"Jul 3, 2023","Jun 30, 2024",1,338000.0,0.0,Starter,CB,True
Aidomo Emakhu,6500,338000,,F,20,Ireland,Millwall,2023-2024,championship,,0.0,"Dec 21, 2023","Jun 30, 2026",3,1014000.0,0.0,Reserve,LW,True
Jobe Bellingham,6500,338000,,F,18,England,Sunderland,2023-2024,championship,,0.0,"Jul 1, 2023","Jun 30, 2024",1,338000.0,0.0,Starter,AM,True
Hayden Hackney,6500,338000,,M,21,England,Middlesbrough,2023-2024,championship,,0.0,"Jun 28, 2023","Jun 30, 2027",4,1352000.0,0.0,Starter,DM,True
Di'Shon Bernard,6500,338000,,D,23,Jamaica,Sheffield Wednesday,2023-2024,championship,,0.0,"Jul 31, 2023","Jun 30, 2024",1,338000.0,0.0,Starter,CB,True
Bambo Diaby,6500,338000,,D,26,Spain,Sheffield Wednesday,2023-2024,championship,,0.0,"Aug 2, 2023","Jun 30, 2024",1,338000.0,0.0,Starter,CB,True
Vaclav Hladky,6346,330000,,K,33,Czech Republic,Ipswich Town,2023-2024,championship,,0.0,"Jul 1, 2021","Jun 30, 2024",1,330000.0,0.0,Starter,GK,True
Marcus Harness,6346,330000,,F,27,Ireland,Ipswich Town,2023-2024,championship,,0.0,"Jul 15, 2022","Jun 30, 2025",2,660000.0,0.0,Reserve,RW,True
Dominic Ball,6154,320000,,M,28,England,Ipswich Town,2023-2024,championship,,0.0,"Jul 1, 2022","Jun 30, 2024",1,320000.0,0.0,Reserve,DM,True
Dan Barlaser,6000,312000,,M,27,England,Middlesbrough,2023-2024,championship,,0.0,"Jan 29, 2023","Jun 30, 2026",3,936000.0,0.0,Starter,CM,True
Aji Alese,6000,312000,,D,23,England,Sunderland,2023-2024,championship,,0.0,"Mar 22, 2024","Jun 30, 2027",4,1248000.0,0.0,Reserve,CB,True
Nathan Wood,6000,312000,,D,21,England,Swansea,2023-2024,championship,,0.0,"Apr 4, 2024","Jun 30, 2025",2,624000.0,0.0,Reserve,CB,True
Shea Charles,6000,312000,,M,20,Northern Ireland,Southampton,2023-2024,championship,,0.0,"Jul 12, 2023","Jun 30, 2027",4,1248000.0,0.0,Starter,DM,True
Lee Buchanan,6000,312000,,D,22,England,Birmingham,2023-2024,championship,,0.0,"Jul 26, 2023","Jun 30, 2028",5,1560000.0,0.0,Starter,LB,True
Ronald,6000,312000,,F,22,Brazil,Swansea,2023-2024,championship,,0.0,"Jan 29, 2024","Jun 30, 2027",4,1248000.0,0.0,Reserve,RW,True
Bashir Humphreys,6000,312000,,D,20,England,Swansea,2023-2024,championship,,0.0,"Sep 1, 2023","May 31, 2024",1,312000.0,0.0,Starter,CB,True
Liam Gibbs,6000,312000,,M,21,England,Norwich,2023-2024,championship,,0.0,"Jul 1, 2022","Jun 30, 2028",5,1560000.0,0.0,Reserve,CM,True
Ryan Andrews,6000,312000,,D,19,England,Watford,2023-2024,championship,,0.0,"Jul 1, 2023","Jun 30, 2028",5,1560000.0,0.0,Starter,RB,True
Elliot Embleton,6000,312000,,F,24,England,Sunderland,2023-2024,championship,,0.0,"Oct 13, 2021","Jun 30, 2025",2,624000.0,0.0,Reserve,AM,True
Hakeem Odoffin,6000,312000,,M,26,England,Rotherham,2023-2024,championship,,0.0,"May 7, 2024","Jun 30, 2025",2,624000.0,0.0,Starter,DM,True
Tom Fellows,6000,312000,,M,20,England,West Bromwich,2023-2024,championship,,0.0,"Jan 26, 2024","Jun 30, 2027",4,1248000.0,0.0,Reserve,RM,True
Jordan Hugill,6000,312000,,F,31,England,Rotherham,2023-2024,championship,,0.0,"Jan 25, 2023","Jun 30, 2026",3,936000.0,0.0,Starter,CF,True
Tyler Morton,6000,312000,,M,21,England,Hull City,2023-2024,championship,,0.0,"Sep 1, 2023","May 31, 2024",1,312000.0,0.0,Starter,DM,True
Yuta Nakayama,5962,310000,,D,26,Japan,Huddersfield,2023-2024,championship,,0.0,"Jul 15, 2022","Jun 30, 2024",1,310000.0,0.0,Starter,CB,True
Murray Wallace,5962,310000,,D,31,Scotland,Millwall,2023-2024,championship,,0.0,"Jul 1, 2018","Jun 30, 2024",1,310000.0,0.0,Starter,LB,True
Christian Walton,5962,310000,,K,28,England,Ipswich Town,2023-2024,championship,,0.0,"Jan 19, 2022","Jun 30, 2024",1,310000.0,0.0,Reserve,GK,True
Matt Ingram,5962,310000,,K,30,England,Hull City,2023-2024,championship,,0.0,"Jun 16, 2022","Jun 30, 2025",2,620000.0,0.0,Reserve,GK,True
Anfernee Dijksteel,5962,310000,,D,27,Suriname,Middlesbrough,2023-2024,championship,,0.0,"Nov 16, 2020","Jun 30, 2025",2,620000.0,0.0,Reserve,RB,True
George Honeyman,5769,300000,,F,29,England,Millwall,2023-2024,championship,,0.0,"Jul 1, 2022","Jun 30, 2024",1,300000.0,0.0,Reserve,AM,True
Tom Edwards,5769,300000,,D,25,England,Huddersfield,2023-2024,championship,,0.0,"Jul 27, 2023","May 31, 2024",1,300000.0,0.0,Reserve,RB,True
Ayman Benarous,5769,300000,,M,20,England,Bristol,2023-2024,championship,,0.0,"Jul 1, 2021","Jun 30, 2025",2,600000.0,0.0,Reserve,CM,True
Dael Fry,5577,290000,,D,26,England,Middlesbrough,2023-2024,championship,,0.0,"Jul 17, 2023","Jun 30, 2026",3,870000.0,0.0,Starter,CB,True
Liam Millar,5500,286000,,F,24,Canada,Preston,2023-2024,championship,,0.0,"Sep 1, 2023","Jun 30, 2024",1,286000.0,0.0,Starter,LW,True
Noah Ohio,5000,260000,,F,21,Netherlands,Hull City,2023-2024,championship,,0.0,"Jan 30, 2024","Jun 30, 2024",1,260000.0,0.0,Reserve,CF,True
Josh Ginnelly,5000,260000,,F,26,England,Swansea,2023-2024,championship,,0.0,"Jul 3, 2023","Jun 30, 2026",3,780000.0,0.0,Reserve,LW,True
Josh Wilson-Esbrand,5000,260000,,D,21,England,Cardiff,2023-2024,championship,,0.0,"Feb 1, 2024","May 31, 2024",1,260000.0,0.0,Reserve,LB,True
David Cornell,5000,260000,,K,32,Wales,Preston,2023-2024,championship,,0.0,"Jan 18, 2024","Jun 30, 2026",3,780000.0,0.0,Reserve,GK,True
Julio Pleguezuelo,5000,260000,,D,27,Spain,Plymouth,2023-2024,championship,,0.0,"Jul 1, 2023","Jun 30, 2025",2,520000.0,0.0,Starter,CB,True
Jun-ho Bae,5000,260000,,F,20,South Korea,Stoke City,2023-2024,championship,,0.0,"Aug 31, 2023","Jun 30, 2027",4,1040000.0,0.0,Reserve,AM,True
Darko Gyabi,5000,260000,,M,19,England,Plymouth,2023-2024,championship,,0.0,"Jan 11, 2024","May 31, 2024",1,260000.0,0.0,Reserve,CM,True
Junior Tchamadeu,5000,260000,,D,20,Cameroon,Stoke City,2023-2024,championship,,0.0,"Sep 1, 2023","Jun 30, 2027",4,1040000.0,0.0,Reserve,RB,True
Kasey McAteer,5000,260000,,F,22,England,Leicester,2023-2024,championship,,0.0,"Jul 1, 2023","Jun 30, 2025",2,520000.0,0.0,Starter,RW,True
Kayden Jackson,5000,260000,,F,29,England,Ipswich Town,2023-2024,championship,,0.0,"May 17, 2022","Jun 30, 2024",1,260000.0,0.0,Reserve,CF,True
Kellen Fisher,5000,260000,,D,19,England,Norwich,2023-2024,championship,,0.0,"Jul 1, 2023","Jun 30, 2027",4,1040000.0,0.0,Reserve,RB,True
Keshi Anderson,5000,260000,,F,29,England,Birmingham,2023-2024,championship,,0.0,"May 19, 2024","Jun 30, 2025",2,520000.0,0.0,Reserve,AM,True
Kevin Nisbet,5000,260000,,F,26,Scotland,Millwall,2023-2024,championship,,0.0,"Jul 1, 2023","Jun 30, 2026",3,780000.0,0.0,Starter,CF,True
Kian Harratt,5000,260000,,F,21,England,Huddersfield,2023-2024,championship,,0.0,"Jul 1, 2023","Jun 30, 2026",3,780000.0,0.0,Reserve,CF,True
Dimitrios Goutas,5000,260000,,D,29,Greece,Cardiff,2023-2024,championship,,0.0,"Jul 5, 2023","Jun 30, 2025",2,520000.0,0.0,Starter,CB,True
Koji Miyoshi,5000,260000,,F,26,Japan,Birmingham,2023-2024,championship,,0.0,"Jul 1, 2023","Jun 30, 2025",2,520000.0,0.0,Starter,AM,True
John Buckley,5000,260000,,M,24,England,Blackburn,2023-2024,championship,,0.0,"Sep 2, 2022","Jun 30, 2027",4,1040000.0,0.0,Reserve,CM,True
Lee Peltier,5000,260000,,D,37,England,Rotherham,2023-2024,championship,,0.0,"Jun 26, 2023","Jun 30, 2024",1,260000.0,0.0,Starter,RB,True
Leo Fuhr Hjelde,5000,260000,,D,20,Norway,Sunderland,2023-2024,championship,,0.0,"Jan 30, 2024","Jun 30, 2028",5,1300000.0,0.0,Reserve,LB,True
Chris Maxwell,5000,260000,,K,33,Wales,Huddersfield,2023-2024,championship,,0.0,"Jul 21, 2023","Jun 30, 2025",2,520000.0,0.0,Reserve,GK,True
Joe Hodge,5000,260000,,M,21,Ireland,QPR,2023-2024,championship,,0.0,"Feb 1, 2024","May 31, 2024",1,260000.0,0.0,Reserve,DM,True
Cameron Humphreys,5000,260000,,D,25,England,Rotherham,2023-2024,championship,,0.0,"Jul 5, 2022","Jun 30, 2025",2,520000.0,0.0,Reserve,CB,True
Cameron Congreve,5000,260000,,M,20,Wales,Swansea,2023-2024,championship,,0.0,"Jul 1, 2022","Jun 30, 2025",2,520000.0,0.0,Reserve,CM,True
Massimo Luongo,5000,260000,,M,31,Australia,Ipswich Town,2023-2024,championship,,0.0,"Jan 24, 2024","Jun 30, 2025",2,520000.0,0.0,Starter,CM,True
Matt Godden,5000,260000,,F,32,England,Coventry,2023-2024,championship,,0.0,"Aug 9, 2023","Jun 30, 2025",2,520000.0,0.0,Starter,CF,True
Matthew Sorinola,5000,260000,,D,22,England,Plymouth,2023-2024,championship,,0.0,"Jan 17, 2024","Jun 30, 2024",1,260000.0,0.0,Reserve,LB,True
Fabio Tavares,5000,260000,,F,23,Portugal,Coventry,2023-2024,championship,,0.0,"Jul 18, 2022","Jun 30, 2025",2,520000.0,0.0,Reserve,CF,True
Milutin Osmajic,5000,260000,,F,24,Montenegro,Preston,2023-2024,championship,,0.0,"Sep 1, 2023","Jun 30, 2027",4,1040000.0,0.0,Reserve,CF,True
Mykola Kukharevych,5000,260000,,F,22,Ukraine,Swansea,2023-2024,championship,,0.0,"Jul 31, 2023","Jun 30, 2026",3,780000.0,0.0,Reserve,CF,True
Nathan Bishop,5000,260000,,K,24,England,Sunderland,2023-2024,championship,,0.0,"Aug 2, 2023","Jun 30, 2026",3,780000.0,0.0,Reserve,GK,True
Jamie Jones,5000,260000,,K,34,England,Middlesbrough,2023-2024,championship,,0.0,"Jul 18, 2023","Jun 30, 2024",1,260000.0,0.0,Reserve,GK,True
Jamie Allen,5000,260000,,M,29,England,Coventry,2023-2024,championship,,0.0,"Apr 5, 2023","Jun 30, 2025",2,520000.0,0.0,Reserve,CM,True
Romaine Mundle,5000,260000,,F,20,England,Sunderland,2023-2024,championship,,0.0,"Feb 1, 2024","Jun 30, 2028",5,1300000.0,0.0,Reserve,RW,True
Bailey Cadamarteri,5000,260000,,F,18,Jamaica,Sheffield Wednesday,2023-2024,championship,,0.0,,"Jun 30, 2024",1,260000.0,0.0,Reserve,CF,True
Ross McCrorie,5000,260000,,M,25,Scotland,Bristol,2023-2024,championship,,0.0,"Jul 1, 2023","Jun 30, 2026",3,780000.0,0.0,Reserve,DM,True
Ryan Hardie,5000,260000,,F,26,Scotland,Plymouth,2023-2024,championship,,0.0,"May 25, 2023","Jun 30, 2026",3,780000.0,0.0,Starter,CF,True
Ryan Porteous,5000,260000,,D,24,Scotland,Watford,2023-2024,championship,,0.0,"Jan 27, 2023","Jun 30, 2027",4,1040000.0,0.0,Starter,CB,True
Archie Gray,5000,260000,,M,17,England,Leeds,2023-2024,championship,,0.0,"Jul 1, 2023","Jun 30, 2028",5,1300000.0,0.0,Starter,CM,True
