name,weekly_gross_gbp,annual_gross_gbp,adjusted_gross_gbp,position,age,country,club,season,league,verified,bonus_gross_gbp,signed,expiration,years,total_gross_gbp,release_gbp,status,position_detail,active
Fankaty Dabo,1538,80000,"£ 80,000",D,26,England,Coventry,2021-2022,championship,,,,,,,,,,
Scott Wharton,1538,80000,"£ 80,000",D,24,England,Blackburn,2021-2022,championship,,,,,,,,,,
Nathan Wood,1538,80000,"£ 80,000",D,19,England,Middlesbrough,2021-2022,championship,,,,,,,,,,
Michael Rose,1538,80000,"£ 80,000",D,26,Scotland,Coventry,2021-2022,championship,,,,,,,,,,
Oliver Casey,1538,80000,"£ 80,000",D,21,England,Blackpool,2021-2022,championship,,,,,,,,,,
Rhys Williams,1538,80000,"£ 80,000",D,20,England,Swansea,2021-2022,championship,,,,,,,,,,
Zach Jeacock,1538,80000,"£ 80,000",K,20,England,Birmingham,2021-2022,championship,,,,,,,,,,
Dominic Hyam,1538,80000,"£ 80,000",D,26,Scotland,Coventry,2021-2022,championship,,,,,,,,,,
Sam Bowen,1538,80000,"£ 80,000",M,21,Wales,Cardiff,2021-2022,championship,,,,,,,,,,
Ched Evans,1538,80000,"£ 80,000",F,33,Wales,Preston,2021-2022,championship,,,,,,,,,,
Louie Sibley,1538,80000,"£ 80,000",M,20,England,Derby County,2021-2022,championship,,,,,,,,,,
Jasper Moon,1538,80000,"£ 80,000",D,21,England,Barnsley,2021-2022,championship,,,,,,,,,,
Remy Vita,1346,70000,"£ 70,000",D,20,France,Barnsley,2021-2022,championship,,,,,,,,,,
Stuart Moore,1346,70000,"£ 70,000",K,27,England,Blackpool,2021-2022,championship,,,,,,,,,,
Josh Gould,1346,70000,"£ 70,000",K,24,England,Swansea,2021-2022,championship,,,,,,,,,,
William Hondermarck,1346,70000,"£ 70,000",M,21,Ireland,Barnsley,2021-2022,championship,,,,,,,,,,
Victor Adeboyejo,1346,70000,"£ 70,000",F,24,Nigeria,Barnsley,2021-2022,championship,,,,,,,,,,
James Lea Siliki,1154,60000,"£ 60,000",M,25,Cameroon,Middlesbrough,2021-2022,championship,,,,,,,,,,
Toyosi Olusanya,1154,60000,"£ 60,000",F,24,England,Middlesbrough,2021-2022,championship,,,,,,,,,,
Steven Benda,1154,60000,"£ 60,000",K,22,Germany,Swansea,2021-2022,championship,,,,,,,,,,
Ryan Schofield,1154,60000,"£ 60,000",K,22,England,Huddersfield,2021-2022,championship,,,,,,,,,,
Jordan James,1154,60000,"£ 60,000",M,17,Wales,Birmingham,2021-2022,championship,,,,,,,,,,
Steven Benda,1154,60000,"£ 60,000",K,23,Germany,Peterborough,2021-2022,championship,,,,,,,,,,
Eiran Cashin,1154,60000,"£ 60,000",D,20,Ireland,Derby County,2021-2022,championship,,,,,,,,,,
Will Bapaga,1154,60000,"£ 60,000",F,19,England,Coventry,2021-2022,championship,,,,,,,,,,
Wesley Jobello,1154,60000,"£ 60,000",F,27,Martinique,Coventry,2021-2022,championship,,,,,,,,,,
Blondy Nna Noukeu,1154,60000,"£ 60,000",K,20,Cameroon,Stoke City,2021-2022,championship,,,,,,,,,,
Harvey Wiles-Richards,1154,60000,"£ 60,000",K,19,England,Bristol,2021-2022,championship,,,,,,,,,,
Shayne Lavery,1154,60000,"£ 60,000",F,23,Northern Ireland,Blackpool,2021-2022,championship,,,,,,,,,,
Taylor Gardner-Hickman,1154,60000,"£ 60,000",D,20,England,West Bromwich,2021-2022,championship,,,,,,,,,,
Harry Isted,1154,60000,"£ 60,000",K,24,England,Luton Town,2021-2022,championship,,,,,,,,,,
Lee Buchanan,1000,52000,"£ 52,000",D,20,England,Derby County,2021-2022,championship,,,,,,,,,,
Joel Bagan,962,50000,"£ 50,000",D,20,Ireland,Cardiff,2021-2022,championship,,,,,,,,,,
Festus Arthur,962,50000,"£ 50,000",D,21,Germany,Hull City,2021-2022,championship,,,,,,,,,,
John Buckley,962,50000,"£ 50,000",M,22,England,Blackburn,2021-2022,championship,,,,,,,,,,
Femi Azeez,962,50000,"£ 50,000",F,20,England,Reading,2021-2022,championship,,,,,,,,,,
Faysal Bettache,962,50000,"£ 50,000",M,21,England,QPR,2021-2022,championship,,,,,,,,,,
Mark Harris,962,50000,"£ 50,000",F,23,Wales,Cardiff,2021-2022,championship,,,,,,,,,,
Ben Wilson,962,50000,"£ 50,000",K,29,England,Coventry,2021-2022,championship,,,,,,,,,,
Tom Sang,962,50000,"£ 50,000",M,22,England,Cardiff,2021-2022,championship,,,,,,,,,,
Connal Trueman,962,50000,"£ 50,000",K,25,England,Birmingham,2021-2022,championship,,,,,,,,,,
Joe Rankin-Costello,962,50000,"£ 50,000",D,22,England,Blackburn,2021-2022,championship,,,,,,,,,,
Ben Cabango,962,50000,"£ 50,000",D,21,Wales,Swansea,2021-2022,championship,,,,,,,,,,
Tyrese Francois,962,50000,"£ 50,000",M,21,Australia,Fulham,2021-2022,championship,,,,,,,,,,
Louie Watson,962,50000,"£ 50,000",F,20,Ireland,Derby County,2021-2022,championship,,,,,,,,,,
Adam O'Reilly,769,40000,"£ 40,000",M,20,Ireland,Preston,2021-2022,championship,,,,,,,,,,
Kai Corbett,769,40000,"£ 40,000",F,19,England,Peterborough,2021-2022,championship,,,,,,,,,,
Mathew Hudson,769,40000,"£ 40,000",K,23,England,Preston,2021-2022,championship,,,,,,,,,,
Emmanuel Fernandez,769,40000,"£ 40,000",D,20,England,Peterborough,2021-2022,championship,,,,,,,,,,
Ethan Bristow,769,40000,"£ 40,000",D,20,England,Reading,2021-2022,championship,,,,,,,,,,
Jahmari Clarke,769,40000,"£ 40,000",F,18,England,Reading,2021-2022,championship,,,,,,,,,,
Luke Southwood,769,40000,"£ 40,000",K,24,Northern Ireland,Reading,2021-2022,championship,,,,,,,,,,
Thomas Holmes,769,40000,"£ 40,000",D,21,England,Reading,2021-2022,championship,,,,,,,,,,
Danel Sinani,769,40000,"£ 40,000",F,24,Luxembourg,Huddersfield,2021-2022,championship,,,,,,,,,,
Jack Stretton,769,40000,"£ 40,000",F,20,Scotland,Derby County,2021-2022,championship,,,,,,,,,,
Ciaron Brown,769,40000,"£ 40,000",D,23,Northern Ireland,Cardiff,2021-2022,championship,,,,,,,,,,
Gavin Kilkenny,769,40000,"£ 40,000",M,22,Ireland,Bournemouth,2021-2022,championship,,,,,,,,,,
Juan Familia-Castillo,769,40000,"£ 40,000",D,21,Netherlands,Birmingham,2021-2022,championship,,,,,,,,,,
Romal Palmer,769,40000,"£ 40,000",M,23,England,Barnsley,2021-2022,championship,,,,,,,,,,
Billy Mitchell,577,30000,"£ 30,000",M,20,England,Millwall,2021-2022,championship,,,,,,,,,,
Liam Thompson,577,30000,"£ 30,000",M,19,England,Derby County,2021-2022,championship,,,,,,,,,,
Tyrhys Dolan,577,30000,"£ 30,000",F,20,England,Blackburn,2021-2022,championship,,,,,,,,,,
Caleb Taylor,577,30000,"£ 30,000",D,19,England,West Bromwich,2021-2022,championship,,,,,,,,,,
Josh Eccles,577,30000,"£ 30,000",M,21,England,Coventry,2021-2022,championship,,,,,,,,,,
Jake Eastwood,577,30000,"£ 30,000",K,25,England,Sheffield United,2021-2022,championship,,,,,,,,,,
Ben Whiteman,577,30000,"£ 30,000",M,25,England,Preston,2021-2022,championship,,,,,,,,,,
Daniel Jebbison,577,30000,"£ 30,000",F,18,England,Sheffield United,2021-2022,championship,,,,,,,,,,
Elijah Adebayo,577,30000,"£ 30,000",F,24,England,Luton Town,2021-2022,championship,,,,,,,,,,
Daniel Jinadu,577,30000,"£ 30,000",K,19,Nigeria,Barnsley,2021-2022,championship,,,,,,,,,,
Cody Drameh,577,30000,"£ 30,000",D,20,England,Cardiff,2021-2022,championship,,,,,,,,,,
Kyle Barker,577,30000,"£ 30,000",M,21,England,Peterborough,2021-2022,championship,,,,,,,,,,
Cameron Antwi,577,30000,"£ 30,000",M,20,England,Blackpool,2021-2022,championship,,,,,,,,,,
Fabio Carvalho,577,30000,"£ 30,000",F,19,England,Fulham,2021-2022,championship,,,,,,,,,,
Tivonge Rushesha,577,30000,"£ 30,000",D,19,Wales,Swansea,2021-2022,championship,,,,,,,,,,
Leif Davis,577,30000,"£ 30,000",D,22,England,Bournemouth,2021-2022,championship,,,,,,,,,,
Karl Hein,400,20800,"£ 20,800",K,19,Estonia,Reading,2021-2022,championship,,,,,,,,,,
Ethan Walker,400,20800,"£ 20,800",F,19,England,Preston,2021-2022,championship,,,,,,,,,,
Will Blackmore,400,20800,"£ 20,800",K,20,England,Peterborough,2021-2022,championship,,,,,,,,,,
Daniel Williams,400,20800,"£ 20,800",M,20,Wales,Swansea,2021-2022,championship,,,,,,,,,,
Brandon Cooper,400,20800,"£ 20,800",D,21,Wales,Swansea,2021-2022,championship,,,,,,,,,,
Hayden Coulson,400,20800,"£ 20,800",D,23,England,Peterborough,2021-2022,championship,,,,,,,,,,
Rhys Norrington-Davies,400,20800,"£ 20,800",D,22,Wales,Sheffield United,2021-2022,championship,,,,,,,,,,
Jack Baxter,400,20800,"£ 20,800",M,20,England,Preston,2021-2022,championship,,,,,,,,,,
Fabio Tavares,400,20800,"£ 20,800",F,21,Portugal,Coventry,2021-2022,championship,,,,,,,,,,
Dejan Tetek,400,20800,"£ 20,800",M,19,Serbia,Reading,2021-2022,championship,,,,,,,,,,
Jordan Eastham,400,20800,"£ 20,800",K,19,England,Blackburn,2021-2022,championship,,,,,,,,,,
Joe Taylor,400,20800,"£ 20,800",F,19,England,Peterborough,2021-2022,championship,,,,,,,,,,
Joe Rodwell-Grant,400,20800,"£ 20,800",F,18,England,Preston,2021-2022,championship,,,,,,,,,,
Mohamed Drager,0,0,£ 0,D,25,Tunisia,Nottingham Forest,2021-2022,championship,,,,,,,,,,
Christy Pym,0,0,£ 0,K,26,England,Peterborough,2021-2022,championship,,,,,,,,,,
Conor Coventry,0,0,£ 0,M,21,Ireland,Peterborough,2021-2022,championship,,,,,,,,,,
Daniel Gyollai,0,0,£ 0,K,24,Hungary,Peterborough,2021-2022,championship,,,,,,,,,,
Dion Sanderson,0,0,£ 0,D,21,England,Birmingham,2021-2022,championship,,,,,,,,,,
Chuks Aneke,0,0,£ 0,F,28,England,Birmingham,2021-2022,championship,,,,,,,,,,
Lewis Leigh,0,0,£ 0,M,17,England,Preston,2021-2022,championship,,,,,,,,,,
Idris Kanu,0,0,£ 0,F,21,England,Peterborough,2021-2022,championship,,,,,,,,,,
Ethan Ingram,0,0,£ 0,D,18,England,West Bromwich,2021-2022,championship,,,,,,,,,,
Josh Harrop,0,0,£ 0,F,25,England,Preston,2021-2022,championship,,,,,,,,,,
Obbi Oulare,0,0,£ 0,F,25,Belgium,Barnsley,2021-2022,championship,,,,,,,,,,
Jamie Thomas,0,0,£ 0,F,24,Wales,Preston,2021-2022,championship,,,,,,,,,,
Joe Tomlinson,0,0,£ 0,D,21,England,Peterborough,2021-2022,championship,,,,,,,,,,
Rico Richards,0,0,£ 0,F,17,England,West Bromwich,2021-2022,championship,,,,,,,,,,
Robert Snodgrass,0,0,£ 0,F,33,Scotland,West Bromwich,2021-2022,championship,,,,,,,,,,
Leo Ostigard,0,0,£ 0,D,21,Norway,Stoke City,2021-2022,championship,,,,,,,,,,
Connor Wickham,0,0,£ 0,F,28,England,Preston,2021-2022,championship,,,,,,,,,,
Zeno Ibsen Rossi,0,0,£ 0,D,20,England,Bournemouth,2021-2022,championship,,,,,,,,,,
Christian Saydee,0,0,£ 0,F,19,England,Bournemouth,2021-2022,championship,,,,,,,,,,
Tyreece John-Jules,0,0,£ 0,F,20,England,Blackpool,2021-2022,championship,,,,,,,,,,
Teddy Howe,0,0,£ 0,D,22,England,Blackpool,2021-2022,championship,,,,,,,,,,
Bright Enobakhare,0,0,£ 0,F,23,Nigeria,Coventry,2021-2022,championship,,,,,,,,,,
Ryan Wintle,0,0,£ 0,M,24,England,Blackpool,2021-2022,championship,,,,,,,,,,
Oliver Sarkic,0,0,£ 0,F,24,Montenegro,Blackpool,2021-2022,championship,,,,,,,,,,
Regan Slater,0,0,£ 0,M,21,England,Sheffield United,2021-2022,championship,,,,,,,,,,
Marcel Hilssner,0,0,£ 0,F,26,Germany,Coventry,2021-2022,championship,,,,,,,,,,
Isaac Hutchinson,0,0,£ 0,F,21,England,Derby County,2021-2022,championship,,,,,,,,,,
Joe Nuttall,0,0,£ 0,F,24,England,Blackpool,2021-2022,championship,,,,,,,,,,
Ethan Laird,0,0,£ 0,D,20,England,Swansea,2021-2022,championship,,,,,,,,,,
Phil Jagielka,0,0,£ 0,D,39,England,Derby County,2021-2022,championship,,,,,,,,,,
Demetri Mitchell,0,0,£ 0,D,24,England,Blackpool,2021-2022,championship,,,,,,,,,,
Daniel Leo Gretarsson,0,0,£ 0,D,25,Iceland,Blackpool,2021-2022,championship,,,,,,,,,,
Sam Baldock,0,0,£ 0,F,32,England,Derby County,2021-2022,championship,,,,,,,,,,
Adlene Guedioura,0,0,£ 0,M,35,Algeria,Sheffield United,2021-2022,championship,,,,,,,,,,
Mipo Odubeko,0,0,£ 0,F,18,Ireland,Huddersfield,2021-2022,championship,,,,,,,,,,
Reece Brown,0,0,£ 0,M,25,England,Huddersfield,2021-2022,championship,,,,,,,,,,
Harvey Cartwright,0,0,£ 0,K,19,England,Hull City,2021-2022,championship,,,,,,,,,,
Liam Cullen,0,0,£ 0,F,22,Wales,Swansea,2021-2022,championship,,,,,,,,,,
Liam Walsh,0,0,£ 0,M,23,England,Swansea,2021-2022,championship,,,,,,,,,,
Josh Magennis,0,0,£ 0,F,31,Northern Ireland,Hull City,2021-2022,championship,,,,,,,,,,
Leighton Clarkson,0,0,£ 0,M,19,England,Blackburn,2021-2022,championship,,,,,,,,,,
Matt Smith,0,0,£ 0,M,21,Wales,Hull City,2021-2022,championship,,,,,,,,,,
Robert Snodgrass,0,0,£ 0,F,34,Scotland,Luton Town,2021-2022,championship,,,,,,,,,,
Hayden Carter,0,0,£ 0,D,21,England,Blackburn,2021-2022,championship,,,,,,,,,,
Uche Ikpeazu,0,0,£ 0,F,26,Uganda,Middlesbrough,2021-2022,championship,,,,,,,,,,
Daniel Butterworth,0,0,£ 0,F,21,England,Blackburn,2021-2022,championship,,,,,,,,,,
Ismaila Sarr,63077,3280000,"£ 3,280,000",F,24,Senegal,Watford,2022-2023,championship,,,,,,,,,,
Axel Tuanzebe,50000,2600000,"£ 2,600,000",D,25,England,Stoke City,2022-2023,championship,,,,,,,,,,
Zack Steffen,45962,2390000,"£ 2,390,000",K,27,United States,Middlesbrough,2022-2023,championship,,,,,,,,,,
Jake Livermore,45962,2390000,"£ 2,390,000",M,33,England,West Bromwich,2022-2023,championship,,,,,,,,,,
Tom Cleverley,45000,2340000,"£ 2,340,000",M,33,England,Watford,2022-2023,championship,,,,,,,,,,
Keinan Davis,45000,2340000,"£ 2,340,000",F,24,England,Watford,2022-2023,championship,,,,,,,,,,
Marc Albrighton,45000,2340000,"£ 2,340,000",M,33,England,West Bromwich,2022-2023,championship,,,,,,,,,,
Ki-Jana Hoever,40385,2100000,"£ 2,100,000",D,21,Netherlands,Stoke City,2022-2023,championship,,,,,,,,,,
Ben Gibson,40000,2080000,"£ 2,080,000",D,30,England,Norwich,2022-2023,championship,,,,,,,,,,
Adam Reach,40000,2080000,"£ 2,080,000",M,29,England,West Bromwich,2022-2023,championship,,,,,,,,,,
Ashley Barnes,40000,2080000,"£ 2,080,000",F,33,England,Burnley,2022-2023,championship,,,,,,,,,,
Josh Brownhill,40000,2080000,"£ 2,080,000",M,27,England,Burnley,2022-2023,championship,,,,,,,,,,
Jack Cork,38077,1980000,"£ 1,980,000",M,33,England,Burnley,2022-2023,championship,,,,,,,,,,
Anthony Knockaert,37500,1950000,"£ 1,950,000",F,31,France,Huddersfield,2022-2023,championship,,,,,,,,,,
Ashley Westwood,35962,1870000,"£ 1,870,000",M,32,England,Burnley,2022-2023,championship,,,,,,,,,,
Sam Clucas,35000,1820000,"£ 1,820,000",M,32,England,Stoke City,2022-2023,championship,,,,,,,,,,
Jeff Hendrick,35000,1820000,"£ 1,820,000",M,31,Ireland,Reading,2022-2023,championship,,,,,,,,,,
Jay Rodriguez,35000,1820000,"£ 1,820,000",F,33,England,Burnley,2022-2023,championship,,,,,,,,,,
Dan Gosling,35000,1820000,"£ 1,820,000",M,33,England,Watford,2022-2023,championship,,,,,,,,,,
Joao Pedro,35000,1820000,"£ 1,820,000",F,21,Brazil,Watford,2022-2023,championship,,,,,,,,,,
Ciaran Clark,35000,1820000,"£ 1,820,000",D,33,Ireland,Sheffield United,2022-2023,championship,,,,,,,,,,
Sander Berge,32692,1700000,"£ 1,700,000",M,24,Norway,Sheffield United,2022-2023,championship,,,,,,,,,,
Imran Louza,32500,1690000,"£ 1,690,000",M,23,Morocco,Watford,2022-2023,championship,,,,,,,,,,
Tom Ince,32500,1690000,"£ 1,690,000",F,31,England,Reading,2022-2023,championship,,,,,,,,,,
Daryl Dike,32308,1680000,"£ 1,680,000",F,22,United States,West Bromwich,2022-2023,championship,,,,,,,,,,
Marquinhos,30000,1560000,"£ 1,560,000",F,19,Brazil,Norwich,2022-2023,championship,,,,,,,,,,
Tahith Chong,30000,1560000,"£ 1,560,000",F,23,Netherlands,Birmingham,2022-2023,championship,,,,,,,,,,
Christian Kabasele,30000,1560000,"£ 1,560,000",D,31,Belgium,Watford,2022-2023,championship,,,,,,,,,,
Sam Byram,30000,1560000,"£ 1,560,000",D,29,England,Norwich,2022-2023,championship,,,,,,,,,,
Marvelous Nakamba,30000,1560000,"£ 1,560,000",M,29,Zimbabwe,Luton Town,2022-2023,championship,,,,,,,,,,
Karl Darlow,30000,1560000,"£ 1,560,000",K,32,England,Hull City,2022-2023,championship,,,,,,,,,,
Johann Berg Gudmundsson,30000,1560000,"£ 1,560,000",F,32,Iceland,Burnley,2022-2023,championship,,,,,,,,,,
Amad Diallo,28846,1500000,"£ 1,500,000",F,20,Cote d'Ivoire,Sunderland,2022-2023,championship,,,,,,,,,,
Liam Moore,27500,1430000,"£ 1,430,000",D,30,Jamaica,Reading,2022-2023,championship,,,,,,,,,,
Matty James,27500,1430000,"£ 1,430,000",M,31,England,Bristol,2022-2023,championship,,,,,,,,,,
William Troost-Ekong,27500,1430000,"£ 1,430,000",D,29,Nigeria,Watford,2022-2023,championship,,,,,,,,,,
Rhian Brewster,27500,1430000,"£ 1,430,000",F,22,England,Sheffield United,2022-2023,championship,,,,,,,,,,
Olivier Ntcham,27115,1410000,"£ 1,410,000",M,26,Cameroon,Swansea,2022-2023,championship,,,,,,,,,,
Nahki Wells,27000,1404000,"£ 1,404,000",F,32,Bermuda,Bristol,2022-2023,championship,,,,,,,,,,
Hassane Kamara,26538,1380000,"£ 1,380,000",D,28,Cote d'Ivoire,Watford,2022-2023,championship,,,,,,,,,,
Connor Roberts,26154,1360000,"£ 1,360,000",D,27,Wales,Burnley,2022-2023,championship,,,,,,,,,,
Aden Flint,25000,1300000,"£ 1,300,000",D,33,England,Stoke City,2022-2023,championship,,,,,,,,,,
Teemu Pukki,25000,1300000,"£ 1,300,000",F,32,Finland,Norwich,2022-2023,championship,,,,,,,,,,
Okay Yokuslu,25000,1300000,"£ 1,300,000",M,28,Turkey,West Bromwich,2022-2023,championship,,,,,,,,,,
Charlie Taylor,25000,1300000,"£ 1,300,000",D,29,England,Burnley,2022-2023,championship,,,,,,,,,,
Todd Cantwell,25000,1300000,"£ 1,300,000",M,24,England,Norwich,2022-2023,championship,,,,,,,,,,
Anel Ahmedhodzic,25000,1300000,"£ 1,300,000",D,23,Bosnia-Herzegovina,Sheffield United,2022-2023,championship,,,,,,,,,,
Matthew Lowton,25000,1300000,"£ 1,300,000",D,33,England,Burnley,2022-2023,championship,,,,,,,,,,
Jed Wallace,25000,1300000,"£ 1,300,000",F,28,England,West Bromwich,2022-2023,championship,,,,,,,,,,
Kenny McLean,25000,1300000,"£ 1,300,000",M,31,Scotland,Norwich,2022-2023,championship,,,,,,,,,,
Jonathan Howson,25000,1300000,"£ 1,300,000",M,34,England,Middlesbrough,2022-2023,championship,,,,,,,,,,
Tim Krul,25000,1300000,"£ 1,300,000",K,34,Netherlands,Norwich,2022-2023,championship,,,,,,,,,,
Matthew Lowton,25000,1300000,"£ 1,300,000",D,33,England,Huddersfield,2022-2023,championship,,,,,,,,,,
Tomas Kalas,25000,1300000,"£ 1,300,000",D,29,Czech Republic,Bristol,2022-2023,championship,,,,,,,,,,
Angus Gunn,25000,1300000,"£ 1,300,000",K,27,England,Norwich,2022-2023,championship,,,,,,,,,,
Joe Ralls,24423,1270000,"£ 1,270,000",M,29,England,Cardiff,2022-2023,championship,,,,,,,,,,
Craig Cathcart,23462,1220000,"£ 1,220,000",D,33,Northern Ireland,Watford,2022-2023,championship,,,,,,,,,,
Kevin Long,23077,1200000,"£ 1,200,000",D,32,Ireland,Burnley,2022-2023,championship,,,,,,,,,,
Aaron Connolly,23077,1200000,"£ 1,200,000",F,23,Ireland,Hull City,2022-2023,championship,,,,,,,,,,
Alex Mowatt,22885,1190000,"£ 1,190,000",M,27,England,Middlesbrough,2022-2023,championship,,,,,,,,,,
John Swift,22500,1170000,"£ 1,170,000",M,27,England,West Bromwich,2022-2023,championship,,,,,,,,,,
Bailey Peacock-Farrell,22500,1170000,"£ 1,170,000",K,26,Northern Ireland,Burnley,2022-2023,championship,,,,,,,,,,
Joe Allen,22500,1170000,"£ 1,170,000",M,32,Wales,Swansea,2022-2023,championship,,,,,,,,,,
Chuba Akpom,22500,1170000,"£ 1,170,000",F,27,England,Middlesbrough,2022-2023,championship,,,,,,,,,,
Kenneth Zohore,22500,1170000,"£ 1,170,000",F,28,Denmark,West Bromwich,2022-2023,championship,,,,,,,,,,
Andreas Weimann,22500,1170000,"£ 1,170,000",F,31,Austria,Bristol,2022-2023,championship,,,,,,,,,,
Cedric Kipre,22500,1170000,"£ 1,170,000",D,26,Cote d'Ivoire,Cardiff,2022-2023,championship,,,,,,,,,,
Danny Ward,22500,1170000,"£ 1,170,000",F,32,England,Huddersfield,2022-2023,championship,,,,,,,,,,
Max Aarons,22500,1170000,"£ 1,170,000",D,23,England,Norwich,2022-2023,championship,,,,,,,,,,
Isaac Hayden,21923,1140000,"£ 1,140,000",M,27,England,Norwich,2022-2023,championship,,,,,,,,,,
Ozan Tufan,21538,1120000,"£ 1,120,000",M,27,Turkey,Hull City,2022-2023,championship,,,,,,,,,,
Henrique Araujo,20769,1080000,"£ 1,080,000",F,21,Portugal,Watford,2022-2023,championship,,,,,,,,,,
Grady Diangana,20385,1060000,"£ 1,060,000",F,24,England,West Bromwich,2022-2023,championship,,,,,,,,,,
Oscar Estupinan,20000,1040000,"£ 1,040,000",F,26,Colombia,Hull City,2022-2023,championship,,,,,,,,,,
Callum Robinson,20000,1040000,"£ 1,040,000",F,27,Ireland,Cardiff,2022-2023,championship,,,,,,,,,,
Lyle Foster,20000,1040000,"£ 1,040,000",F,22,South Africa,Burnley,2022-2023,championship,,,,,,,,,,
Kyle Naughton,20000,1040000,"£ 1,040,000",D,34,England,Swansea,2022-2023,championship,,,,,,,,,,
Grant Hanley,20000,1040000,"£ 1,040,000",D,31,Scotland,Norwich,2022-2023,championship,,,,,,,,,,
Krystian Bielik,20000,1040000,"£ 1,040,000",M,25,Poland,Birmingham,2022-2023,championship,,,,,,,,,,
Paddy McNair,20000,1040000,"£ 1,040,000",D,27,Northern Ireland,Middlesbrough,2022-2023,championship,,,,,,,,,,
Cameron Archer,20000,1040000,"£ 1,040,000",F,21,England,Middlesbrough,2022-2023,championship,,,,,,,,,,
Nathaniel Chalobah,20000,1040000,"£ 1,040,000",M,28,England,West Bromwich,2022-2023,championship,,,,,,,,,,
Matt Phillips,20000,1040000,"£ 1,040,000",F,31,Scotland,West Bromwich,2022-2023,championship,,,,,,,,,,
Adam Davies,20000,1040000,"£ 1,040,000",K,30,Wales,Sheffield United,2022-2023,championship,,,,,,,,,,
Karlan Grant,20000,1040000,"£ 1,040,000",F,25,England,West Bromwich,2022-2023,championship,,,,,,,,,,
Brandon Thomas-Asante,20000,1040000,"£ 1,040,000",F,24,England,West Bromwich,2022-2023,championship,,,,,,,,,,
Jean Michael Seri,20000,1040000,"£ 1,040,000",M,31,Cote d'Ivoire,Hull City,2022-2023,championship,,,,,,,,,,
Wesley Hoedt,20000,1040000,"£ 1,040,000",D,28,Netherlands,Watford,2022-2023,championship,,,,,,,,,,
John Fleck,20000,1040000,"£ 1,040,000",M,31,Scotland,Sheffield United,2022-2023,championship,,,,,,,,,,
Oliver McBurnie,20000,1040000,"£ 1,040,000",F,27,Scotland,Sheffield United,2022-2023,championship,,,,,,,,,,
Ben Wilmot,20000,1040000,"£ 1,040,000",D,23,England,Stoke City,2022-2023,championship,,,,,,,,,,
Dujon Sterling,20000,1040000,"£ 1,040,000",D,23,England,Stoke City,2022-2023,championship,,,,,,,,,,
Dwight Gayle,20000,1040000,"£ 1,040,000",F,32,England,Stoke City,2022-2023,championship,,,,,,,,,,
Arijanet Muric,20000,1040000,"£ 1,040,000",K,24,Kosovo,Burnley,2022-2023,championship,,,,,,,,,,
Onel Hernandez,19500,1014000,"£ 1,014,000",F,30,Cuba,Norwich,2022-2023,championship,,,,,,,,,,
Lewis Baker,19423,1010000,"£ 1,010,000",M,27,England,Stoke City,2022-2023,championship,,,,,,,,,,
Christos Tzolis,19231,1000000,"£ 1,000,000",F,21,Greece,Norwich,2022-2023,championship,,,,,,,,,,
Harry Darling,19231,1000000,"£ 1,000,000",D,23,England,Swansea,2022-2023,championship,,,,,,,,,,
Dimitrios Pelkas,19231,1000000,"£ 1,000,000",F,29,Greece,Hull City,2022-2023,championship,,,,,,,,,,
Gabriel Sara,18654,970000,"£ 970,000",M,23,Brazil,Norwich,2022-2023,championship,,,,,,,,,,
Darnell Furlong,18462,960000,"£ 960,000",D,27,England,West Bromwich,2022-2023,championship,,,,,,,,,,
Jonathan Hogg,18462,960000,"£ 960,000",M,34,England,Huddersfield,2022-2023,championship,,,,,,,,,,
Stefan Johansen,18269,950000,"£ 950,000",M,32,Norway,QPR,2022-2023,championship,,,,,,,,,,
Oliver Burke,18000,936000,"£ 936,000",F,25,Scotland,Millwall,2022-2023,championship,,,,,,,,,,
Hjalmar Ekdal,18000,936000,"£ 936,000",D,24,Sweden,Burnley,2022-2023,championship,,,,,,,,,,
Lyndon Dykes,18000,936000,"£ 936,000",F,27,Scotland,QPR,2022-2023,championship,,,,,,,,,,
Juninho Bacuna,17885,930000,"£ 930,000",M,25,Curacao,Birmingham,2022-2023,championship,,,,,,,,,,
Rey Manaj,17500,910000,"£ 910,000",F,25,Albania,Watford,2022-2023,championship,,,,,,,,,,
Dara O'Shea,17500,910000,"£ 910,000",D,23,Ireland,West Bromwich,2022-2023,championship,,,,,,,,,,
Yakou Meite,17500,910000,"£ 910,000",F,26,Cote d'Ivoire,Reading,2022-2023,championship,,,,,,,,,,
Neil Etheridge,17500,910000,"£ 910,000",K,32,Philippines,Birmingham,2022-2023,championship,,,,,,,,,,
Josh Cullen,17500,910000,"£ 910,000",M,26,Ireland,Burnley,2022-2023,championship,,,,,,,,,,
Will Smallbone,17308,900000,"£ 900,000",M,22,Ireland,Stoke City,2022-2023,championship,,,,,,,,,,
Jayson Molumby,17308,900000,"£ 900,000",M,23,Ireland,West Bromwich,2022-2023,championship,,,,,,,,,,
George Hirst,17115,890000,"£ 890,000",F,23,England,Blackburn,2022-2023,championship,,,,,,,,,,
Luke McNally,17115,890000,"£ 890,000",D,23,Ireland,Coventry,2022-2023,championship,,,,,,,,,,
Ethan Horvath,17115,890000,"£ 890,000",K,27,United States,Luton Town,2022-2023,championship,,,,,,,,,,
Harlee Dean,17115,890000,"£ 890,000",D,31,England,Birmingham,2022-2023,championship,,,,,,,,,,
